ogc_fid,molen_dbnr,ten_brugge,molen_naam,bouwjaar_1,bouwjaar_2,verdwenen1,verdwenen2,status,type,functie,aandrijvin,infolink,hoofdcat,numeriek
3805,5614,8871,De Hoop (1e),1711,,1792,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08871,industriemolen,2
3806,8873,8873,Leendert den Boer's poldertje,1615,,1850,,verdwenen,kleine molen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08873,poldermolen,1
3807,8874,8874,De Zwaan (?),0,onbekend,1759,,verdwenen,grondzeiler,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08874,industriemolen,2
3808,8875,8875,"Polder Oud-Goudriaan en Noordzijde, Achterste Molen (2e)",1513,,1904,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08875,poldermolen,1
3809,8876,8876,Lakerpolder (1e),1632,,1820,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08876,poldermolen,1
3810,102,8877,Voorste Molen,0,onbekend,1828,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08877,industriemolen,2
3811,4050,8878,(kadekraan),1648,,0,onbekend,verdwenen,kraanmolen,kadekraan,tredmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08878,rosmolen,3
3812,5113,8879,(korenmolen),1851,,1866,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08879,industriemolen,2
3813,5375,8881,(pompmolen),0,onbekend,0,onbekend,verdwenen,weidemolen,oppompen van drinkwater,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08881,industriemolen,2
3814,8882,8882,De Onderneming <i>voorganger</i>,1825,,1888,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08882,industriemolen,2
3816,8884,8884,Heenvlietsche pelmolen,1832,,1850,,verdwenen,onbekend,pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08884,industriemolen,2
3817,8886,8886,"Grondpolder, Grondsche Molen",1566,,1830,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08886,poldermolen,1
3818,8891,8891,Polder Tolland,1909,,1918,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08891,poldermolen,1
3819,8892,8892,Polder Nieuw-Noordland,1832,,1900,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08892,poldermolen,1
3820,8897,8897,Polder Geervliet (1e),1533,,1717,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08897,poldermolen,1
3821,8898,8898,Molen van Spijkenisse,1533,,1677,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08898,poldermolen,1
3822,8899,8899,Molen van Simonshaven,1533,,1717,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08899,poldermolen,1
3823,8900,8900,Molen van Biert,1533,,1818,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08900,poldermolen,1
3824,8901,8901,Molen van Brabant,1533,,1690,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08901,poldermolen,1
3825,8902,8902,Molen van Hekelingen,1533,,1780,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08902,poldermolen,1
3826,8904,8904,Polder Oud-Hongerland,1867,,1882,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08904,poldermolen,1
3827,8905,8905,De Hoop <i>voorganger</i>,1611,,1690,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08905,industriemolen,2
3828,8906,8906,De Druiventros (voorganger),1832,,1893,,verdwenen,wipmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08906,industriemolen,2
3829,8908,8908,Pelmolen van Verboom,1832,,1832,,verdwenen,stellingmolen,pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08908,industriemolen,2
3830,8912,8912,De Rosmolen,1832,,1848,,verdwenen,rosmolen,korenmolen,wind- en rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08912,rosmolen,3
3831,8913,8913,De Vervanger (1e),0,onbekend,1688,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08913,industriemolen,2
3832,8914,8914,De Palm (1e),0,onbekend,1654,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08914,industriemolen,2
3833,8915,8915,De Valk (2e),1661,,1741,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08915,industriemolen,2
3834,8916,8916,Korenmolen van Putten,1400,,1532,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08916,industriemolen,2
3835,8918,8918,Noordmolen (1e),1399,,1650,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08918,industriemolen,2
3836,8919,8919,Zuideindse- of Zuidmolen/ Rickse molen,1350,,1572,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08919,industriemolen,2
3837,8920,8920,Zuidmolen,1572,,1688,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08920,industriemolen,2
3838,8921,8921,Langestraatse molen,1373,,1576,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08921,industriemolen,2
3839,8922,8922,Oostmolen,1560,,1650,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08922,industriemolen,2
3840,8925,8925,"Polder Papendrecht, eerste molen",0,onbekend,1597,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08925,poldermolen,1
3841,8926,8926,De Kievit <i>voorganger</i>,1682,,1842,,verdwenen,wipmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08926,industriemolen,2
3842,8929,8929,(standerdmolen),1636,,1818,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08929,industriemolen,2
3843,8945,8945,De Utrechtse Grutmolen,1832,,1854,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08945,rosmolen,3
3844,8947,8947,(ros-korenmolen),1684,,1832,,verdwenen,rosmolen,korenmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08947,rosmolen,3
3845,8948,8948,Lindtse korenmolen,1653,,1710,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08948,industriemolen,2
3848,8952,8952,Bovenste molen van Molecaten,1597,,1816,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08952,watermolen,4
3849,8953,8953,Middelste molen van Molecaten,1609,,1857,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08953,watermolen,4
3850,8954,8954,Binnenmolen,1545,,1808,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08954,industriemolen,2
3851,8955,8955,(zaagmolen),1897,,1905,,verdwenen,onbekend,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08955,industriemolen,2
3852,8956,8956,Berghuizer Papierfabriek,1838,,1898,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08956,watermolen,4
3853,8957,8957,(wipmolen),1652,,1727,,verdwenen,wipmolen,onbekend,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08957,industriemolen,2
3854,8958,8958,(standerdmolen),1652,,1727,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08958,industriemolen,2
3855,8960,8960,Molen bij Hulsbergen,1629,,1649,,verdwenen,onbekend,"volmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08960,watermolen,4
3857,8962,8962,Olie Moolen,1832,,0,onbekend,verdwenen,rosmolen,oliemolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08962,rosmolen,3
3858,8963,8963,De Bonenburg,1848,,1860,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08963,watermolen,4
3859,8964,8964,Nieuwe of Kleine molen op Steensvoort,1648,,1848,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08964,watermolen,4
3860,8965,8965,Veense papiermolen,1669,,1873,,verdwenen,onbekend,"papiermolen, wasserij/blekerij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08965,watermolen,4
3861,8966,8966,Molen in het Hoornerveen,1669,,1841,,verdwenen,watermolen,"papiermolen, grutmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08966,watermolen,4
3862,8968,8968,Grote Papiermolen te Hoorn,1614,,1872,,verdwenen,watermolen,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08968,watermolen,4
3863,8969,8969,Papiermolen in Hoorn,1653,,1771,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08969,watermolen,4
3864,8971,8971,Onderste molen,1666,,0,onbekend,verdwenen,onbekend,"papiermolen, wolspinnerij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08971,watermolen,4
3865,8972,8972,De Dullink,1695,,1832,,verdwenen,onbekend,"papiermolen, wasserij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08972,watermolen,4
3866,8974,8974,Wapenveldsche graanmolen (2e),1629,,0,onbekend,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08974,industriemolen,2
3867,8976,8976,De Grutmolen/ Wasserij Molenbeek,1835,,1914,,verdwenen,watermolen,"grutmolen, wasserij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08976,watermolen,4
3868,8982,8982,Rozendaalse molen,1539,,1746,,verdwenen,watermolen,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08982,watermolen,4
3869,8983,8983,Jan Dirksen Suijthofs molen,1680,,1749,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08983,watermolen,4
3870,8984,8984,Smallertse molen I en II,1693,,1855,,verdwenen,onbekend,"papiermolen, korenmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08984,watermolen,4
3871,8986,8986,Klundermolentje,1672,,1765,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08986,watermolen,4
3872,8987,8987,Oude en Nieuwe Hattemse molen,1681,,1885,,verdwenen,onbekend,"papiermolen, wasserij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08987,watermolen,4
3873,8988,8988,Molen op de Rollerkoot I en II,1542,,1896,,verdwenen,onbekend,"papiermolen, wasserij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08988,watermolen,4
3874,8989,8989,Bloemkolksmolen,1697,,1871,,verdwenen,onbekend,"papiermolen, cichoreifabriekje",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08989,watermolen,4
3875,8990,8990,Het Hol/ Westelijke Holtse molen,1651,,1865,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08990,watermolen,4
3876,8991,8991,Het Hol/ Oostelijke Holtse molen,1675,,1894,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08991,watermolen,4
3878,8993,8993,Citadelsemolen,1674,,1893,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08993,watermolen,4
3879,8994,8994,Dorpsche Papiermolen/ noordelijke Dorpermolen,1774,,1880,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08994,watermolen,4
3880,8995,8995,Dorpsche Papiermolen/ zuidelijke Dorpermolen,1559,,1871,,verdwenen,onbekend,"kopermolen, papiermolen, ijzergieterij",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08995,watermolen,4
3881,8997,8997,Korenmolen in de Zuuk,0,onbekend,1731,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08997,watermolen,4
3882,8998,8998,Molen bij de Hafkamp,1568,,1600,,verdwenen,onbekend,onbekend,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=08998,watermolen,4
3883,9000,9000,'t Waotermeulenkie,0,onbekend,1963,,verdwenen,weidemolen,weidemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09000,industriemolen,2
3884,9004,9004,Schoonmansmolen I (Boshoffsmolen) en II (De Hoop),1648,,0,onbekend,verdwenen,onbekend,"papiermolen, wasserij (i)",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09004,watermolen,4
3885,9005,9005,Het Oude Klooster,1661,,1837,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09005,watermolen,4
3886,9007,9007,(slijpmolen),0,onbekend,1661,,verdwenen,onbekend,slijpmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09007,watermolen,4
3887,9010,9010,Molen op Beekhuizen,1685,,1864,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09010,watermolen,4
3888,9012,9012,Het Horstje,1636,,1855,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09012,watermolen,4
3889,9013,9013,Korenmolen van Broekerhave/ Molen aan het Kaarsenmakersgat,1618,,1920,,verdwenen,watermolen,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09013,watermolen,4
3890,9014,9014,Overhagense molen (1e),1544,,1629,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09014,watermolen,4
3891,9015,9015,Molen achter het Kasteel,1600,,1685,,verdwenen,onbekend,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09015,watermolen,4
3892,9016,9016,Molen aan de Kerklaan/ Arnhemseweg,1642,,1852,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09016,watermolen,4
3893,9017,9017,Molen voor het kasteel aan de grote vijver,1623,,1866,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09017,watermolen,4
3894,9018,9018,Pannemolen,1565,,1863,,verdwenen,watermolen,"kopermolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09018,watermolen,4
3895,9019,9019,De Hollander,1615,,1873,,verdwenen,watermolen,"kopermolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09019,watermolen,4
3896,9020,9020,Gosensmolen,1600,,1881,,verdwenen,watermolen,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09020,watermolen,4
3897,9021,9021,Overhagense molen (2e/3e),1637,,1742,,verdwenen,watermolen,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09021,watermolen,4
3898,9022,9022,Benedenste Jeruzalemse molen,1597,,1811,,verdwenen,watermolen,"oliemolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09022,watermolen,4
3899,9024,9024,Windmolens bij Hulsbergen,1650,,1668,,verdwenen,onbekend,papiermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09024,industriemolen,2
3900,9025,9025,Windmolen bij het Oude Klooster,1804,,1863,,verdwenen,stellingmolen,papiermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09025,industriemolen,2
3901,9026,9026,Maria Magdalena/ Hester Maria,1766,,1804,,verdwenen,stellingmolen,"papiermolen, oliemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09026,industriemolen,2
3902,9027,9027,Molen van het huis Bockhorst,0,onbekend,1520,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09027,watermolen,4
3903,9028,9028,Molen van de Hof te Dieren,1550,,1750,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09028,watermolen,4
3904,9029,9029,Molen van het kasteel Middachten,1700,,1805,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09029,watermolen,4
3905,9030,9030,Korenmolen van het Huis Voorstonden,1731,,1857,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09030,watermolen,4
3906,9031,9031,Wasmolentje bij het kasteel Biljoen,1800,,1832,,verdwenen,onbekend,wasserij,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09031,watermolen,4
3907,9032,9032,Arnhemsche en Velpsche Broek,1739,,1766,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09032,poldermolen,1
3908,9035,9035,Kloostermolen (klooster Bethanië),0,onbekend,0,onbekend,verdwenen,onbekend,oliemolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09035,watermolen,4
3909,9036,9036,De Slijpmolen/ Bovenste Papiermolen,1694,,1838,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09036,watermolen,4
3910,9039,9039,Rosmolen van Clinge,1832,,0,onbekend,verdwenen,rosmolen,korenmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09039,rosmolen,3
3911,9041,9041,Papiermolen bij de Rijnpoort,1591,,1625,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09041,watermolen,4
3912,9042,9042,Slijpmolen van Mariëndaal,1634,,1742,,verdwenen,watermolen,slijpmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09042,watermolen,4
3913,9045,9045,Oosterbeekse korenmolen,1500,,1863,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09045,watermolen,4
3914,9046,9046,Molen op de Hemelse Berg,1695,,1807,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09046,watermolen,4
3915,9047,9047,Benedenste molen op de Oorsprong,1695,,1811,,verdwenen,watermolen,"papiermolen, snuifmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09047,watermolen,4
3916,9048,9048,Bovenste molen op de Oorsprong,1702,,1780,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09048,watermolen,4
3917,9049,9049,Molen te Wolfheze,1699,,1718,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09049,watermolen,4
3918,9050,9050,Noordelijke Kabeljauwse molen,1728,,0,onbekend,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09050,watermolen,4
3919,9051,9051,Zuidelijke Kabeljauwse molen,1728,,1865,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09051,watermolen,4
3920,9057,9057,Heelsumse molen (1e),1602,,1639,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09057,watermolen,4
3921,9058,9058,Heelsumse molen (2e)/ Nieuwe Waterpapiermolen,1669,,1836,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09058,watermolen,4
3922,9060,9060,Hartense korenmolen (1e)/ Hartense papiermolen,1570,,1853,,verdwenen,watermolen,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09060,watermolen,4
3923,9061,9061,Quadenoord II/ Kwadenoord II/ Hartense papiermolen/ Olymolen,1713,,1898,,verdwenen,watermolen,"papiermolen, oliemolen, korenmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09061,watermolen,4
3924,9062,9062,Quadenoord III/ Kwadenoord III/ Papiermolen van J.D. Boekelman,1722,,1800,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09062,watermolen,4
3925,9063,9063,Molen bij de Kortenburg,1706,,1818,,verdwenen,onbekend,"papiermolen, korenmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09063,watermolen,4
3926,9064,9064,Papiermolen bij de oude kerk/ Nieuwe Molen,1715,,1800,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09064,watermolen,4
3927,9065,9065,Achter de Bock,1598,,1812,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09065,watermolen,4
3928,9066,9066,Cruytmolens op de Oorsprong,0,onbekend,1702,,verdwenen,onbekend,kruitmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09066,watermolen,4
3929,9067,9067,Suiker- en stroopfabriek op de Oorsprong,1811,,1852,,verdwenen,watermolen,"suikerfabriek, stroopfabriek",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09067,watermolen,4
3934,9073,9073,De 'Afgebrande' Molen,0,onbekend,1791,,verdwenen,onbekend,onbekend,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09073,watermolen,4
3935,9074,9074,Grutmolen in De Vijsel,1778,,1830,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09074,rosmolen,3
3936,9075,9075,Grutmolen in de Langstraat,1846,,1855,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09075,rosmolen,3
3937,9076,9076,Grutmolen in de St. Walburgensteeg,1835,,1846,,verdwenen,rosmolen,grutmolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09076,rosmolen,3
3938,9077,9077,Oliemolen van Jacobus van Ommeren,1832,,1857,,verdwenen,rosmolen,oliemolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09077,rosmolen,3
3939,9078,9078,Oliemolen van Peter van Zadelhoff,1826,,1852,,verdwenen,rosmolen,oliemolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09078,rosmolen,3
3940,9079,9079,Olie- en trasmolen van Samuel Wijkerheld Bisdom,1822,,1872,,verdwenen,rosmolen,"oliemolen, trasmolen",rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09079,rosmolen,3
3943,9083,9083,De Nieuwe Kraan,1610,,1824,,verdwenen,kraanmolen,kadekraan,tredmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09083,rosmolen,3
3944,9084,9084,De Enk Mole,1325,,1831,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09084,industriemolen,2
3945,9085,9085,Olde Meule/ Molen van Van Loo/ De Hoop,1545,,1897,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09085,industriemolen,2
3946,9087,9087,Groevenbeekse Molen II,1832,,0,onbekend,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09087,watermolen,4
3947,9089,9089,De Zon (voorganger),1832,,1860,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09089,industriemolen,2
3948,9090,9090,Molen van Zuideinde,1832,,1909,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09090,industriemolen,2
3949,9094,9094,Molen van Wichman Reijer,1585,,1649,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09094,industriemolen,2
3950,9095,9095,Commandeursmolen / Molen bij Nergana,1470,,1575,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09095,industriemolen,2
3951,9096,9096,"Molen in de Loe, bij de Sijpel",1350,,0,onbekend,verdwenen,onbekend,onbekend,Onbekend,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09096,industriemolen,2
3952,9097,9097,Alfertsmolen,1400,,1594,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09097,industriemolen,2
3953,9098,9098,Volckersmolen,1500,,1560,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09098,industriemolen,2
3954,9099,9099,Erkelenzmolen,1513,,1560,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09099,industriemolen,2
3955,9100,9100,Sweer Coopsmolen,1548,,1560,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09100,industriemolen,2
3957,9102,9102,Molen van Aart Artsen van Wenum,1595,,1649,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09102,industriemolen,2
3958,9103,9103,Molen van Aart Artsen van Wenum,0,onbekend,1595,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09103,industriemolen,2
3959,9104,9104,Molen op het beekje de Sypel,1491,,1625,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09104,watermolen,4
3960,9105,9105,(molen Nunspeterweg w.z.),1545,,0,onbekend,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09105,industriemolen,2
3961,9106,9106,(molen Nunspeterweg o.z.),1545,,0,onbekend,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09106,industriemolen,2
3962,9107,9107,De Enkmolen,1832,,1857,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=09107,industriemolen,2
