ogc_fid,molen_dbnr,ten_brugge,molen_naam,bouwjaar_1,bouwjaar_2,verdwenen1,verdwenen2,status,type,functie,aandrijvin,infolink,hoofdcat,numeriek
11344,754,03136 b,(standerdmolen),1820,/21,1911,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03136 b,industriemolen,2
11345,2723,03137 a,Stadsmolen,1295,,1894,,verdwenen,watermolen,"korenmolen, oliemolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03137 a,watermolen,4
11346,12175,03137 b,(oliemolen ?),1850,,1885,,verdwenen,onbekend,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03137 b,industriemolen,2
11347,12638,03138 a,Blauwe Molen,1357,,1865,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03138 a,industriemolen,2
11348,6771,03139 a,Windmolen van Gemert/ De Beer,1364,,1881,,verdwenen,torenmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03139 a,industriemolen,2
11349,12639,03139 b,(korenmolen),1832,,1868,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03139 b,industriemolen,2
11350,6751,03139 c,(standerdmolen),1832,,1897,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03139 c,industriemolen,2
11351,7045,03140 a,De Liefhebberije van de Weijereije/ De Liefhebber,1686,,1910,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03140 a,industriemolen,2
11352,7044,03140 b,De Keizer,1640,,1881,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03140 b,industriemolen,2
11353,12640,03140 c,Hennepmolen van Wijnand Stevens,1832,,1872,,verdwenen,stellingmolen,"hennepklopper, mosterdmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03140 c,industriemolen,2
11354,12641,03140 d,De Hoop (korenm.),1850,,1877,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03140 d,industriemolen,2
11355,1710,03140 e,"Groote Polder, De Groote Molen/ Schalckwijcker Molen",1537,,1914,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03140 e,poldermolen,1
11356,12642,03141 a,Polder 18,1873,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03141 a,poldermolen,1
11357,11160,03141 b,Polder 17,1832,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03141 b,poldermolen,1
11358,7940,03141 c,Noordermeerpolder,1620,,1916,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03141 c,poldermolen,1
11359,11162,03141 d,Polder 19,1832,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03141 d,poldermolen,1
11360,10347,03143 a,Polder 15,1832,,1930,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03143 a,poldermolen,1
11361,10345,03144 a,Polder 16A,1832,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03144 a,poldermolen,1
11362,12644,03144 b,Polder 15A,1850,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03144 b,poldermolen,1
11363,15000,03145 a,Noordegpolder,1843,,1873,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03145 a,poldermolen,1
11364,11508,03145 b,Groote Wester Gerslootpolder,1854,,1925,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03145 b,poldermolen,1
11365,10102,03146 bis,Schuilenburgerpolder,1832,,1930,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03146 bis,poldermolen,1
11366,10304,03149 a,Polder 3,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03149 a,poldermolen,1
11367,12649,03151 a,(poldermolentje),1850,,1908,,verdwenen,kleine molen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03151 a,poldermolen,1
11368,11499,03153 a,Polder 44,1850,,1950,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03153 a,poldermolen,1
11369,11502,03158 a,Polder 38,1850,,1924,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03158 a,poldermolen,1
11370,11456,03164 a,Molen van Jan IJzenbeek,1832,,1927,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03164 a,poldermolen,1
11371,12650,03165 a,Polder 31/ Polder Tomas Hof,1850,,1948,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03165 a,poldermolen,1
11372,3119,03165 b,De Witte Falck/ De Engel/ Molen van Hobma,1858,,1918,,verdwenen,stellingmolen,"zaagmolen, later cementmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03165 b,industriemolen,2
11373,7169,03165 c,Zeemleermolen van Workum,1808,,1907,,verdwenen,stellingmolen,"zeemleermolen, runmolen, korenmolen, poldermolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03165 c,industriemolen,2
11374,3324,03165 d,Westerrogmolen (2e),1764,,1905,,verdwenen,stellingmolen,"korenmolen, pelmolen, poldermolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03165 d,industriemolen,2
11375,3312,03165 e,De Liefde,1703,,1921,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03165 e,industriemolen,2
11376,11443,03167 a,Polder 21,1832,,1930,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03167 a,poldermolen,1
11377,9815,03167 b,Polder 19,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03167 b,poldermolen,1
11378,9816,03168 a,Polder 18,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03168 a,poldermolen,1
11379,9813,03168 b,Polder Meinschar,1832,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03168 b,poldermolen,1
11380,9806,03170 a,Pijpkanlpolder/ Pypkenielpolder,1832,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03170 a,poldermolen,1
11381,9811,03171 a,Wonnebuurster Polder,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 a,poldermolen,1
11382,9805,03171 b,Gaasterpolder/ Polder Berouw,1832,,1930,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 b,poldermolen,1
11383,12652,03171 c,(poldermolentje),1850,,1930,,verdwenen,kleine molen,weidemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 c,industriemolen,2
11384,9807,03171 d,Polder 9,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 d,poldermolen,1
11385,12653,03171 e,Polder 10,1850,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 e,poldermolen,1
11386,9809,03171 f,Polder 8,1832,,1850,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 f,poldermolen,1
11387,9808,03171 g,Polder 6,1832,,1850,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 g,poldermolen,1
11388,10500,03171 h,Polder 7,1832,,1850,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 h,poldermolen,1
11389,10507,03171 i,Polder 2a,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 i,poldermolen,1
11390,10501,03171 j,Polder 5 (nieuw),1832,,1850,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 j,poldermolen,1
11391,10505,03171 k,Polder 3,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 k,poldermolen,1
11392,12655,03171 l,Polder 1,1864,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 l,poldermolen,1
11393,10510,03171 m,Molen van Jan Tilboer,1832,,1850,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 m,poldermolen,1
11394,12656,03171 n,Polder 21,1864,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 n,poldermolen,1
11395,12657,03171 o,Polder 22,1873,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 o,poldermolen,1
11396,10518,03171 p,Polder 19,1832,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 p,poldermolen,1
11397,10519,03171 q,Polder 18,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 q,poldermolen,1
11398,12661,03171 r,Polder 17,1864,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 r,poldermolen,1
11399,12662,03171 s,Polder 16,1864,,1930,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 s,poldermolen,1
11400,2396,03171 t,"Waterschap De Weeren/ Polder 15, De Eenhoorn",1832,<,1926,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 t,poldermolen,1
11401,10490,03171 u,Haaijmerpolder/ Waterschap Cornwerd (tweede molen),1850,,1925,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 u,poldermolen,1
11402,10524,03171 v,Kleine Wonserpolder,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 v,poldermolen,1
11403,12664,03171 w,Polder Doniawier,1850,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 w,poldermolen,1
11404,12665,03171 x,Hemmenpolder,1873,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 x,poldermolen,1
11405,12666,03171 y,Hemmenpolder,1873,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 y,poldermolen,1
11406,10503,03171 z,Polder 4,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03171 z,poldermolen,1
11407,12667,03174 a,Hiddumerpolder,1871,,1908,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 a,poldermolen,1
11408,10521,03174 b,Houwpolder,1832,,1918,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 b,poldermolen,1
11409,2776,03174 bis,'t Fortuin uit Zee,1764,,1933,,verdwenen,stellingmolen,"oliemolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 bis,industriemolen,2
11410,7948,03174 c,Korenmolen van L.J. Sluiter / Windlust,1843,,1928,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 c,industriemolen,2
11411,3303,03174 d,Cementmolen van Kingma,1849,,1917,,verdwenen,stellingmolen,trasmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 d,industriemolen,2
11412,8004,03174 e,(Voorste) Molen van Alta,1776,,1922,,verdwenen,stellingmolen,"zaagmolen, korenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 e,industriemolen,2
11413,3300,03174 g,De Eendracht/ (Achterste) Molen van Alta,1777,,1917,,verdwenen,stellingmolen,"zaagmolen, roggemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 g,industriemolen,2
11414,3302,03174 h,Het Springend Hart,1768,,1905,,verdwenen,stellingmolen,papiermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 h,industriemolen,2
11415,10511,03174 i,Polder 20,1832,,1926,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03174 i,poldermolen,1
11416,12668,03178 a,Polder 8,1873,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 a,poldermolen,1
11417,7709,03178 b,Polder De Wier of Dikkinga/ Polder 7,1852,,1902,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 b,poldermolen,1
11418,9267,03178 c,Polder 4,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 c,poldermolen,1
11419,9264,03178 d,Polder 5,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 d,poldermolen,1
11420,9266,03178 e,Kimswerderpolder,1832,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 e,poldermolen,1
11421,9268,03178 f,Polder 9,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 f,poldermolen,1
11422,8549,03178 g,Polder 10,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 g,poldermolen,1
11423,9273,03178 h,Polder 11,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 h,poldermolen,1
11424,11304,03178 i,Polder 1,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 i,poldermolen,1
11425,11303,03178 j,Polder 2,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 j,poldermolen,1
11426,11305,03178 k,Polder 3,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 k,poldermolen,1
11427,11306,03178 l,Achlumer- en Arumerpolder,1832,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 l,poldermolen,1
11428,11288,03178 m,Deersumerpolder,1832,,1850,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 m,poldermolen,1
11429,11291,03178 n,Polder 1,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 n,poldermolen,1
11430,11292,03178 o,Polder 2,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03178 o,poldermolen,1
11431,9274,03179 a,Polder 3,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 a,poldermolen,1
11432,9275,03179 b,Polder 4,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 b,poldermolen,1
11433,11284,03179 c,Polder Vlaren,1832,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 c,poldermolen,1
11434,11285,03179 d,Polder Laakwerd,1812,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 d,poldermolen,1
11435,3540,03179 e,"Polder 31, Elbe",1850,,0,onbekend,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 e,poldermolen,1
11436,11286,03179 f,Polder 33,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 f,poldermolen,1
11437,9564,03179 g,Polder 9,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 g,poldermolen,1
11438,9277,03179 h,Polder 5,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 h,poldermolen,1
11439,9276,03179 i,Polder 10,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 i,poldermolen,1
11440,9281,03179 j,Polder 6,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 j,poldermolen,1
11441,9280,03179 k,Polder 7,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 k,poldermolen,1
11442,9279,03179 l,Polder 8,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 l,poldermolen,1
11443,9563,03179 m,Polder 11,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 m,poldermolen,1
11444,9562,03179 n,Polder 12,1832,,1850,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03179 n,poldermolen,1
11445,11268,03183 a,Polder 27,1832,,1850,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03183 a,poldermolen,1
